publication_view.idpublication;publication_view.publication_year;publication_view.source_title;
1863;1995;Cuaternario y Geomorfología;
1864;2003;Review of Palaeobotany and Palynology;
1865;1992;Cuaternario y Geomorfología;
1866;2013;Quaternary Geochronology;
1867;2001;Journal of Human Evolution;
1868;1999;Human Evolution;
1869;2013;Journal of Human Evolution;
1871;2014;Journal of Human Evolution;
1875;1996;Journal of Archaeological Science;
1877;1973;Archäologisches Korrespondenzblatt;
1878;2011;Homo symbolicus: The Dawn of Language, Imagination and Spirituality;
1879;2011;Archaeometry;
1880;2009;Moravský Krumlov IV - vícevrstevná lokalita ze středního a počátku mladého paleolitu na Moravě [Moravský Krumlov IV - A Multilayer Middle and Early Upper Palaeolithic site in Moravia];
1881;2010;Archäologisches Korrespondenzblatt;
1882;2009;Moravský Krumlov IV - vícevrstevná lokalita ze středního a počátku mladého paleolitu na Moravě [Moravský Krumlov IV - A Multilayer Middle and Early Upper Palaeolithic site in Moravia];
1883;1983;Der paläolithische Fundplatz Rheindahlen;
1884;2006;Die paläolithischen Freilandstationen von Rheindahlen im Löss zwischen Maas und Niederrhein;
1885;2013;Journal of Human Evolution;
1886;2006;Multiple Middle Palaeolithic Occupations in a Loess-Soil Sequence at Veldvezelt-Hezerwater, Limburg, Belgium;
1887;2008;Le site de Payre - Occupations humaines dans la valle du Rhone a la fin du Pleistocene moyen et au debut du Pleistocene superieur;
1888;2008;Le site de Payre - Occupations humaines dans la valle du Rhone a la fin du Pleistocene moyen et au debut du Pleistocene superieur;
1889;1986;La Cotte de St. Brelade, 1961-1978: Excavations by C.B.M. McBurney;
1890;2008;Le site de Payre - Occupations humaines dans la valle du Rhone a la fin du Pleistocene moyen et au debut du Pleistocene superieur;
1891;2004;Le Sol d'occupation acheuléen de l'unité archéostratigraphique UA25 de la Grotte du Lazaret, Nice, Alpes-Maritimes;
1892;2009;Quaternary Geochronology;
1893;2000;Journal of Archaeological Science;
1894;2008;Le site de Payre - Occupations humaines dans la valle du Rhone a la fin du Pleistocene moyen et au debut du Pleistocene superieur;
1895;2008;Le site de Payre - Occupations humaines dans la valle du Rhone a la fin du Pleistocene moyen et au debut du Pleistocene superieur;
1896;2009;Journal of Archaeological Science;
1897;2008;Le site de Payre - Occupations humaines dans la valle du Rhone a la fin du Pleistocene moyen et au debut du Pleistocene superieur;
1898;2008;Le site de Payre - Occupations humaines dans la valle du Rhone a la fin du Pleistocene moyen et au debut du Pleistocene superieur;
1899;2008;Quaternary Geochronology;
1900;1997;Journal of Human Evolution;
1901;2017;Quaternary International;
1903;2014;Quaternary International;
1904;2014;Quaternary International;
1909;2014;Quaternary International;
1910;2014;Quaternary International;
1911;2014;Quaternary International;
1912;1996;Quaternary International;
1913;2011;Quaternaire;
1914;2012;Palaeontologia Electronica;
1915;2011;Acta Zoologica Cracoviensia, Series A: Vertebrata;
1916;1978;Quartärpaläontologie;
1917;1978;Quartärpaläontologie;
1918;1978;Quartärpaläontologie;
1919;1978;Quartärpaläontologie;
1920;1978;Quartärpaläontologie;
1921;1978;Quartärpaläontologie;
1922;1978;Quartärpaläontologie;
1923;1978;Quartärpaläontologie;
1924;1978;Quartärpaläontologie;
1925;1978;Quartärpaläontologie;
1926;1978;Quartärpaläontologie;
1927;1978;Quartärpaläontologie;
1928;1978;Quartärpaläontologie;
1929;1978;Quartärpaläontologie;
1930;1978;Quartärpaläontologie;
1931;1978;Quartärpaläontologie;
1932;1978;Quartärpaläontologie;
1933;1978;Quartärpaläontologie;
1934;1978;Quartärpaläontologie;
1935;1978;Quartärpaläontologie;
1936;1956;Hundert Jahre Neandertaler;
1937;1978;Quartärpaläontologie;
1938;2003;Eiszeitalter und Gegenwart;
1940;2004;Neues Jahrbuch für Geologie und Paläontologie;
1941;2012;Journal of Human Evolution;
1942;2015;Comptes Rendus Palevol;
1943;2010;Journal of Archaeological Science;
1944;1998;Comptes Rendus de l'Académie des Sciences - Series IIA - Earth and Planetary Science;
1945;2012;Quaternary International;
1946;2013;American Journal of Physical Anthropology;
1947;2013;American Journal of Physical Anthropology;
1948;2013;American Journal of Physical Anthropology;
1949;1995;Bulletins et Mémoires de la Société d'Anthropologie de Paris;
1950;1990;Der altsteinzeitliche Fundplatz auf dem Vulkan Schweinskopf-Karmelenberg;
1951;1990;Altenburger Naturwissenschaftliche Forschungen;
1952;1990;Altenburger Naturwissenschaftliche Forschungen;
1953;1990;Altenburger Naturwissenschaftliche Forschungen;
1954;1990;Altenburger Naturwissenschaftliche Forschungen;
1955;1977;Predmosti: Ein Mammutjägerplatz in Mähren;
1956;2006;Quaternaire;
1957;2007;Quaternary Science Reviews;
1958;2016;Quaternary International;
1959;2010;Quaternary Geochronology;
1960;2007;Image Analysis in the Morphological and Morphometric Study of Teeth;
1961;2000;Eiszeitalter und Gegenwart;
1962;1954;L'Anthropologie;
1963;1951;Bulletin de la Société Préhistorique Française;
1964;2009;Rivista di Scienze Preistoriche;
1966;2009;L'Anthropologie;
1967;1995;Eiszeitalter und Gegenwart;
1968;1979;Journal of Archaeological Science;
1970;2007;Sainte-Anne 1, Sinzelles, Polignac, Haute-Loire - Le paleolithique moyen de l'unité J1;
1971;2004;Le Paléolithique d'el Kowm (Syrie);
1972;2011;The Lower and Middle Palaeolithic in the Middle East and Neighbouring Regions;
1973;1995;Le Paléolithique d'el Kowm (Syrie);
1974;1992;Der mittelpaläolithische Fundplatz "In den Wannen" (östlicher Wannen-Vulkan-Komplex);
1975;1993;Jahrbuch des Römisch-Germanischen Zentralmuseums Mainz;
1976;1973;Climatologie et chronologie du Paleolithique en Perigord: etude sedimentologique de depots en grottes et sous abris;
1977;2006;Comptes Rendus Palevol;
1978;2009;L'Anthropologie;
1979;2003;Le Paléolithique d'el Kowm (Syrie);
1980;1997;Les premiers hommes du desert syrien - Fouille syrio-suisse a Nadaouiyeh Ain Askar;
1981;2014;Quaternary International;
1982;2013;Neanderthals at Bojnice in the Context of Central Europe - Neandertalci z Bojnic v Kontextu stredni Evropy;
1983;2013;PLOS ONE;
1984;2007;Sainte-Anne 1, Sinzelles, Polignac, Haute-Loire - Le paleolithique moyen de l'unité J1;
1985;2014;Journée Regionale de l'Archéologie;
1986;2007;Sainte-Anne 1, Sinzelles, Polignac, Haute-Loire - Le paleolithique moyen de l'unité J1;
1988;2007;Sainte-Anne 1, Sinzelles, Polignac, Haute-Loire - Le paleolithique moyen de l'unité J1;
1989;2011;Quaternary International;
1990;2012;L'utilisation de roches autres que le silex au paléolithique ancien et moyen;
1991;2000;Comptes Rendus de l'Académie des Sciences - Series IIA - Earth and Planetary Science;
1992;2014;Quaternaire;
1993;1997;Paléorient;
1994;2014;Quaternary International;
1996;1994;Journal of Field Archaeology;
1997;1996;Paleolithic in the Middle Danube Region, Anniversary Volume to Bohuslav Klima;
1998;2009;Histoire geologique de sites préhistoriques classiques du Périgord: une vision actualisée: La Micoque, La Grotte Vaufrey, Le Pech de l'Azé I et II, La Ferrassie, l'Abri Castanet, Le Glageolet, Laugerie Haute;
1999;1994;Ethnographisch-archäologische Zeitschrift;
2000;2003;Erkenntnisjäger - Kultur und Umwelt des frühen Menschen. Festschrift für Dietrich Mania;
2001;1983;Paléorient;
2002;1990;Altenburger Naturwissenschaftliche Forschungen;
2003;1995;Archäologisches Korrespondenzblatt;
2004;2000;International Journal of Osteoarchaeology;
2005;1992;Wisentjäger in Wallertheim: zur Taphonomie einer mittelpaläolitischen Freilandfundstelle in Rheinhessen;
2007;2001;Bulletins et Mémoires de la Société d'Anthropologie de Paris;
2008;2000;Bulletins et Mémoires de la Société d'Anthropologie de Paris;
2009;2003;La grotte de la Baume Bonne (Quinson, Alpes de Haute-Provence): synthèse chronostratigraphique et séquence culturelle d'après les fouilles récentes (1988-1997);
2010;2008;Le site de Payre - Occupations humaines dans la valle du Rhone a la fin du Pleistocene moyen et au debut du Pleistocene superieur;
2011;2008;Le site de Payre - Occupations humaines dans la valle du Rhone a la fin du Pleistocene moyen et au debut du Pleistocene superieur;
2012;2008;Le site de Payre - Occupations humaines dans la valle du Rhone a la fin du Pleistocene moyen et au debut du Pleistocene superieur;
2013;1984;Quartärpaläontologie;
2014;1984;Quartärpaläontologie;
2015;1984;Quartärpaläontologie;
2016;1984;Quartärpaläontologie;
2017;1984;Quartärpaläontologie;
2018;1984;Quartärpaläontologie;
2019;1984;Quartärpaläontologie;
2020;1984;Quartärpaläontologie;
2021;1984;Quartärpaläontologie;
2022;1984;Quartärpaläontologie;
2023;1984;Quartärpaläontologie;
2024;1984;Quartärpaläontologie;
2025;2007;ArchéoSciences, Revue d'archéométrie;
2026;1979;Atti della Società Toscana di Scienze Naturali Memorie, Serie A;
2027;2006;Etude paléontologique des ongulés du gisement moustérien du Bau de l'Aubesier (Vaucluse, France): morphometrie et contexte biochronologique;
2028;1984;Quartärpaläontologie;
2029;2012;Quaternary International;
2030;2005;Les Premiers Peuplements en Europe;
2031;1965;L'Anthropologie;
2032;1992;Tönchesberg and its Position in the Palaeolithic Prehistory of Northern Europe;
2033;1998;Current Anthropology;
2034;2000;The Middle Stone Age of Zambia, South Central Africa;
2035;2001;Geoarchaeology;
2036;2013;Journal of Archaeological Science;
2037;1994;Le Paleolithique moyen en Vaucluse. A la rencontre des cahasseurs neandertaliens de Provence nord-occidentale;
2038;2008;Quaternary Science Reviews;
2039;2016;Journal of Human Evolution;
2040;2003;Journal of Archaeological Science;
2041;1906;Der Diluviale Mensch von Krapina in Kroatien;
2042;2001;Proceedings of the National Academy of Sciences of the United States of America;
2043;1969;Le Paleolithique inferieur et moyen du midi mediteraneen dans son cadre geologique. Tome 1, Ligurie-Provence;
2044;1970;Krapina 1899-1969: referati održani na Naučnom skupu prigodom 70-godišnjice otkrića krapinskih praljudi u Zagrebu, dne 31. svibnja 1969;
2045;1978;Krapinski Pracovjek i Evolucija Hominida: zbornik predavanja održanih na Znanstvenom skupu "Krapinski pračovjek i evolucija hominida" u Krapini dne 17. rujna 1976;
2047;2007;Etudes des industries lithiques du Paleolithique inferieur et moyen de la Grotte de la Baume Bonne;
2048;2012;The British Palaeolithic. Human Societies at the Edge of the World;
2049;2015;PLOS ONE;
2050;1991;Raw Material Economies Among Prehistoric Hunter-Gatherers;
2051;2006;Paleo;
2052;1988;Die Erforschung der Kulna-Höhle 1961-1976;
2053;2016;Current Anthropology;
2054;2014;Journal of Human Evolution;
2055;1983;Proceedings of the Suffolk Institute of Archaeology;
2056;1989;Geološki vjesnik;
2059;2014;PLOS ONE;
2060;2005;Eurasian Prehistory;
2061;2006;Journal of Quaternary Science;
2062;2010;Nature;
2063;2005;Nature;
2064;2006;Journal of Quaternary Science;
2065;2007;Quaternary Science Reviews;
2066;1993;The Lower Palaeolithic Site at Hoxne, England;
2067;2006;Journal of Quaternary Science;
2068;2014;Proceedings of the Yorkshire Geological Society;
2069;2005;Chinese Science Bulletin;
2070;2005;Catalogue of Italian Fossil Human Remains from the Palaeolithic to the Mesolithic;
2071;2012;Estudio de la macroflora en yacimientos del Neogeno y Pleistoceno inferior del noroeste peninsular: significacion paleoclimatica;
2072;1990;Altenburger Naturwissenschaftliche Forschungen;
2073;2013;La Cueva de Arlanpe (Lemoa): Ocupaciones humanas desde el Paleolitico Medio Antiguo hasta la Prehistoria Reciente;
2074;2016;Quaternary Science Reviews;
2075;2015;Journal of African Archaeology;
2076;1992;South African Journal of Science;
2077;2012;Proceedings of the National Academy of Sciences of the United States of America;
2078;2013;The Role of Ochre in the Development of Modern Human Behaviour: A Case Study from South Africa;
2079;2003;Quaternary Science Reviews;
2080;1999;Quaternary Science Reviews;
2081;2015;African Archaeological Review;
2082;2012;Journal of Human Evolution;
2083;2009;World Archaeology;
2084;1993;Egypt During the Last Interglacial: The Middle Paleolithic of Bir Tarfawi and Bir Sahara East;
2085;1998;Stone Age Archaeology: Essays in Honour of John Wymer;
2086;2015;Journal of Human Evolution;
2087;2015;African Archaeological Review;
2088;1998;Anthropologie;
2089;2008;Goodwin Series;
2090;1990;Nature;
2091;1997;South African Journal of Science;
2092;2009;Journal of Human Evolution;
2093;2011;Nature;
2094;2012;Southern African Humanities;
2095;2015;African Archaeological Review;
2096;2015;African Archaeological Review;
2097;2007;Geosphere;
2098;2012;Geological Society of America Bulletin;
2099;2008;Proceedings of the Suffolk Institute of Archaeology;
2100;2015;African Archaeological Review;
2101;2005;Quaternary Science Reviews;
2102;1999;Boxgrove: A Middle Pleistocene Hominid Site at Eartham Quarry, Boxgrove, West Sussex;
2103;2014;Quaternary International;
2104;2015;International Journal of Osteoarchaeology;
2105;2015;African Archaeological Review;
2106;2015;African Archaeological Review;
2107;2005;South African Journal of Science;
2108;2008;PaleoAnthropology;
2109;1998;The Origin of Symbolic Culture: The Middle Stone Age of Southern Africa and Khoisan Ethnography;
2110;1993;Egypt During the Last Interglacial: The Middle Paleolithic of Bir Tarfawi and Bir Sahara East;
2111;1993;Egypt During the Last Interglacial: The Middle Paleolithic of Bir Tarfawi and Bir Sahara East;
2112;2011;Proceedings of the Geologists Association;
2113;2012;European Journal of Archaeology;
2114;2013;Technological Change in the Early Middle Pleistocene: The Onset of the Middle Stone Age at Kathu Pan 1, Northern Cape, South Africa;
2115;2012;Journal of Archaeological Science;
2116;2012;Quaternary International;
2117;2004;Bulletin de la Société Préhistorique Française;
2118;2010;Comptes Rendus Palevol;
2119;1997;Geobios;
2120;1991;Theoretical and Applied Karstology;
2121;2001;La Terra degli Elefanti - The World of Elephants;
2122;2002;Archaeometry;
2123;2012;Journal of Human Evolution;
2124;1997;Geological Survey of India Special Publication;
2125;1953;Proceedings of the American Philosophical Society;
2126;2005;Journal of Human Evolution;
2127;2011;Quaternary International;
2128;2002;Journal of Archaeological Science;
2129;2015;Quaternary International;
2130;1998;Journal of Human Evolution;
2131;2005;Acta Anthropologica Sinica;
2132;2015;Quaternary Geochronology;
2133;2005;Les Premiers Peuplements en Europe;
2134;1988;Die Erforschung der Kulna-Höhle 1961-1976;
2135;1997;Jahrbuch des Römisch-Germanischen Zentralmuseums Mainz;
2136;2014;Comptes Rendus Palevol;
2137;2014;Quaternary International;
2138;2012;Zephyrus;
2140;1993;Munibe;
2141;1963;Munibe;
2142;1992;Journal of Archaeological Science;
2143;2002;L'Anthropologie;
2144;1996;Quaternaria Nova;
2145;2000;Fonction et fonctionnement d'un site a la fin du Pléistocène moyen. Le niveau acheuléen C 3 base de Barbas I (Creysse, Dordogne);
2146;2000;Jahrbuch des Römisch-Germanischen Zentralmuseums Mainz;
2147;2009;Testing Stratigraphic Integrity of Upper and Middle Paleolithic Deposits in Vindija Cave (Croatia): A Chipped Stone Refitting Analysis;
2148;1984;El yacimiento de la cueva de El Castillo (Puente Viesgo, Santander);
2149;1989;Journal of Archaeological Science;
2150;2006;Gallia Préhistoire;
2151;2013;Les Occupations Paleolithiques du Gisement du Long-Buisson a Guichainville / Le Vieil-Evreux (Eure - France) dans leur Contexte Chronostratigraphique;
2152;2013;Les Occupations Paleolithiques du Gisement du Long-Buisson a Guichainville / Le Vieil-Evreux (Eure - France) dans leur Contexte Chronostratigraphique;
2153;2013;Les Occupations Paleolithiques du Gisement du Long-Buisson a Guichainville / Le Vieil-Evreux (Eure - France) dans leur Contexte Chronostratigraphique;
2154;2009;Quaternaire;
2155;2000;Archäologische Nachrichten aus Baden;
2156;1999;Archäologische Ausgrabungen in Baden-Württemberg;
