assemblage.name;assemblage.category;country_continent.continent;locality.idlocality;locality.x;locality.y
GGSA, Unit D, cut 13, micromammals;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSA, Unit D, cut 14, Fauna;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSA, Unit D, cut 14, micromammals;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSA, Unit D, cut 15, Fauna;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSA, Unit D, cut 15, micromammals;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSA, Unit D, cut 16, Fauna;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSA, Unit D, cut 16, micromammals;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSA, Unit D, cut 17, Fauna;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSA, Unit D, cut 17, micromammals;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSA, Unit D, cut 18, Fauna;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSA, Unit D, cut 18, micromammals;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSA, Unit D, cut 19, Fauna;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSA, Unit D, cut 19, micromammals;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSA, Unit D, cut 20-21, Fauna;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSA, Unit D, cut 20-21, micromammals;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSA, Unit D, cut 22, Fauna;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSA, Unit D, cut 22, micromammals;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSF, Layer 10, Fauna;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSF, Layer 10, micromammals;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSF, Layer 11, Fauna;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSF, Layer 11, micromammals;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSF, Layer 2;plant remains;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSF, Layer 2, Fauna;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSF, Layer 2, micromammals;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSF, Layer 3 (lower);plant remains;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSF, Layer 3 (upper);plant remains;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSF, Layer 3, Fauna;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSF, Layer 3, micromammals;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSF, Layer 4;plant remains;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSF, Layer 4, Fauna;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSF, Layer 4, micromammals;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSF, Layer 5;plant remains;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSF, Layer 5, Fauna;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSF, Layer 5, micromammals;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSF, Layer 6, Fauna;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSF, Layer 6, micromammals;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSF, Layer 7;plant remains;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSF, Layer 7, Fauna;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSF, Layer 7, micromammals;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSF, Layer 8;plant remains;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSF, Layer 8, Fauna;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
GGSF, Layer 8, micromammals;paleofauna;Europe;Grotta Grande of Scario;15.35;40.0221;
Grotta Grande of Scario Layer 10 finds;raw material, technology, typology;Europe;Grotta Grande of Scario;15.35;40.0221;
Grotta Grande of Scario Layer 6 finds;feature, raw material, technology, typology;Europe;Grotta Grande of Scario;15.35;40.0221;
Grotta Grande of Scario Layer 7 finds;raw material, technology, typology;Europe;Grotta Grande of Scario;15.35;40.0221;
Grotta Grande of Scario Layer 8 finds;feature, raw material, technology, typology;Europe;Grotta Grande of Scario;15.35;40.0221;
Grotta Grande of Scario Unit D cut 28-10;raw material, typology;Europe;Grotta Grande of Scario;15.35;40.0221;
Grotta Maggiore di San Bernardino Layer III-II  (layer B) fauna;paleofauna;Europe;Grotta Maggiore di San Bernardino;11.553914;45.423019;
Grotta Maggiore di San Bernardino Layer III-II fauna;paleofauna;Europe;Grotta Maggiore di San Bernardino;11.553914;45.423019;
Grotta Maggiore di San Bernardino Layer IV (layer C) fauna;paleofauna;Europe;Grotta Maggiore di San Bernardino;11.553914;45.423019;
Grotta Maggiore di San Bernardino Layer V -IV fauna;paleofauna;Europe;Grotta Maggiore di San Bernardino;11.553914;45.423019;
Grotta Maggiore di San Bernardino Layer VI fauna;paleofauna;Europe;Grotta Maggiore di San Bernardino;11.553914;45.423019;
Grotta Maggiore di San Bernardino Layer VII Archaeological Assemblage;raw material, technology, typology;Europe;Grotta Maggiore di San Bernardino;11.553914;45.423019;
Grotta Maggiore di San Bernardino Layer VIII - V (layer L - D) fauna;paleofauna;Europe;Grotta Maggiore di San Bernardino;11.553914;45.423019;
Grotta Maggiore di San Bernardino Layer VIII Archaeological Assemblage;raw material, technology, typology;Europe;Grotta Maggiore di San Bernardino;11.553914;45.423019;
Grotta Maggiore di San Bernardino, Unit II, Charcoal;plant remains;Europe;Grotta Maggiore di San Bernardino;11.553914;45.423019;
Grotta Maggiore di San Bernardino, Unit II, Micromammals;paleofauna;Europe;Grotta Maggiore di San Bernardino;11.553914;45.423019;
Grotta Maggiore di San Bernardino, Unit II, Pollen;plant remains;Europe;Grotta Maggiore di San Bernardino;11.553914;45.423019;
Grotta Maggiore di San Bernardino, Unit III, Micromammals;paleofauna;Europe;Grotta Maggiore di San Bernardino;11.553914;45.423019;
Grotta Maggiore di San Bernardino, Unit IV, Micromammals;paleofauna;Europe;Grotta Maggiore di San Bernardino;11.553914;45.423019;
Grotta Maggiore di San Bernardino, Unit V, Micromammals;paleofauna;Europe;Grotta Maggiore di San Bernardino;11.553914;45.423019;
Grotta Maggiore di San Bernardino, Unit VI, Micromammals;paleofauna;Europe;Grotta Maggiore di San Bernardino;11.553914;45.423019;
Grotta Maggiore di San Bernardino, Unit VII, Micromammals;paleofauna;Europe;Grotta Maggiore di San Bernardino;11.553914;45.423019;
Grotta Maggiore di San Bernardino, Unit VIII, Micromammals;paleofauna;Europe;Grotta Maggiore di San Bernardino;11.553914;45.423019;
Grotta Reali DU 2 SU2abc;raw material, technology, typology;Europe;Grotta Reali;14.0397;41.6321;
Grotta Reali DU 4 SU2beta gamma;raw material, technology, typology;Europe;Grotta Reali;14.0397;41.6321;
Grotta Reali DU 6 SU5 finds;feature, organic tools, raw material, technology, typology;Europe;Grotta Reali;14.0397;41.6321;
Grotta Reali US 1 Fauna;animal remains, paleofauna;Europe;Grotta Reali;14.0397;41.6321;
Grotta Reali US 2abc Fauna;animal remains, paleofauna;Europe;Grotta Reali;14.0397;41.6321;
Grotta Reali US 5 Fauna;animal remains, paleofauna;Europe;Grotta Reali;14.0397;41.6321;
Grotta San Teodoro Fauna;paleofauna;Europe;Grotta San Teodoro;14.352351;38.031543;
Grotta San Teodoro, ST1 human remains;human remains;Europe;Grotta San Teodoro;14.352351;38.031543;
Grotta San Teodoro, ST2 human remains;human remains;Europe;Grotta San Teodoro;14.352351;38.031543;
Grotta San Teodoro, ST3 human remains;human remains;Europe;Grotta San Teodoro;14.352351;38.031543;
Grotta San Teodoro, ST4 human remains;human remains;Europe;Grotta San Teodoro;14.352351;38.031543;
Grotta San Teodoro, ST5 human remains;human remains;Europe;Grotta San Teodoro;14.352351;38.031543;
Grotta San Teodoro, ST6 human remains;human remains;Europe;Grotta San Teodoro;14.352351;38.031543;
Grotta San Teodoro, ST7 human remains;human remains;Europe;Grotta San Teodoro;14.352351;38.031543;
Grotta San Teodoro, malacofauna;paleofauna;Europe;Grotta San Teodoro;14.352351;38.031543;
Grotta San Teodoro, sample 11G tg6;plant remains;Europe;Grotta San Teodoro;14.352351;38.031543;
Grotta San Teodoro, sample 13G tg1;plant remains;Europe;Grotta San Teodoro;14.352351;38.031543;
Grotta San Teodoro, sample 13G tg11;plant remains;Europe;Grotta San Teodoro;14.352351;38.031543;
Grotta San Teodoro, sample 13G tg12;plant remains;Europe;Grotta San Teodoro;14.352351;38.031543;
Grotta San Teodoro, sample 13G tg3;plant remains;Europe;Grotta San Teodoro;14.352351;38.031543;
Grotta San Teodoro, sample 9F tg5;plant remains;Europe;Grotta San Teodoro;14.352351;38.031543;
Grotta San Teodoro, sample 9F tg7;plant remains;Europe;Grotta San Teodoro;14.352351;38.031543;
Grotta San Teodoro, sample 9F tg8;plant remains;Europe;Grotta San Teodoro;14.352351;38.031543;
San Teodoro, exc. 2006, Fauna;paleofauna;Europe;Grotta San Teodoro;14.352351;38.031543;
Grotta dei Santi Layer 20.2-1004 Fauna;animal remains, paleofauna;Europe;Grotta dei Santi;11.18;42.36;
Grotta dei Santi Layer 20.2-1004 finds;feature, raw material, typology;Europe;Grotta dei Santi;11.18;42.36;
Grotta dei Santi Layer 20.3.1-150 finds;feature, function, raw material, technology, typology;Europe;Grotta dei Santi;11.18;42.36;
Grotta dei Santi Layer 20.3.1-150A Fauna;animal remains, paleofauna;Europe;Grotta dei Santi;11.18;42.36;
Grotta dei Santi Layer 20.3.2-110 Fauna;animal remains, paleofauna;Europe;Grotta dei Santi;11.18;42.36;
Grotta dei Santi Layer 20.3.2-110 finds;raw material, typology;Europe;Grotta dei Santi;11.18;42.36;
Grotta dei Santi Layer 20.3.2-110-111 Fauna;animal remains, paleofauna;Europe;Grotta dei Santi;11.18;42.36;
Grotta dei Santi Layer 20.3.2-111 Fauna;animal remains, paleofauna;Europe;Grotta dei Santi;11.18;42.36;
Grotta dei Santi Layer 20.3.2-111 finds;feature, raw material, typology;Europe;Grotta dei Santi;11.18;42.36;
Grotta dei Santi Layer 20.3.3-105-106 Fauna;animal remains, paleofauna;Europe;Grotta dei Santi;11.18;42.36;
Grotta dei Santi Layer 20.3.3-107 Fauna;animal remains, paleofauna;Europe;Grotta dei Santi;11.18;42.36;
Grotta del Cavallo Layer D finds;organic tools;Europe;Grotta del Cavallo;17.960528;40.155278;
Grotta del Cavallo Layer E I-II finds;organic tools;Europe;Grotta del Cavallo;17.960528;40.155278;
Grotta del Cavallo Layer E III finds;organic tools, technology, typology;Europe;Grotta del Cavallo;17.960528;40.155278;
Grotta del Cavallo Layer E III5 Fauna;animal remains, paleofauna;Europe;Grotta del Cavallo;17.960528;40.155278;
Grotta del Cavallo Layer F I Fauna;animal remains, paleofauna;Europe;Grotta del Cavallo;17.960528;40.155278;
Grotta del Cavallo Layer F II Fauna;animal remains, paleofauna;Europe;Grotta del Cavallo;17.960528;40.155278;
Grotta del Cavallo Layer L finds;organic tools, technology, typology;Europe;Grotta del Cavallo;17.960528;40.155278;
Grotta del Cavallo human remains 01;human remains;Europe;Grotta del Cavallo;17.960528;40.155278;
Grotta del Cavallo human remains 02;human remains;Europe;Grotta del Cavallo;17.960528;40.155278;
Grotta del Cavallo human remains 03;human remains;Europe;Grotta del Cavallo;17.960528;40.155278;
Grotta del Cavallo human remains 04;human remains;Europe;Grotta del Cavallo;17.960528;40.155278;
Grotta del Poggio Layer 11 fauna;paleofauna;Europe;Grotta del Poggio;15.387452;39.997665;
Grotta del Poggio Layer 12 fauna;paleofauna;Europe;Grotta del Poggio;15.387452;39.997665;
Grotta del Poggio Layer 13 fauna;paleofauna;Europe;Grotta del Poggio;15.387452;39.997665;
Grotta del Poggio Layer 13-11 Archaeological Assemblage;raw material, technology, typology;Europe;Grotta del Poggio;15.387452;39.997665;
Grotta del Poggio Layer 2 fauna;paleofauna;Europe;Grotta del Poggio;15.387452;39.997665;
Grotta del Poggio Layer 3 fauna;paleofauna;Europe;Grotta del Poggio;15.387452;39.997665;
Grotta del Poggio Layer 4 fauna;paleofauna;Europe;Grotta del Poggio;15.387452;39.997665;
Grotta del Poggio Layer 4 human remains;human remains;Europe;Grotta del Poggio;15.387452;39.997665;
Grotta del Poggio Layer 5 fauna;paleofauna;Europe;Grotta del Poggio;15.387452;39.997665;
Grotta del Poggio Layer 6 fauna;paleofauna;Europe;Grotta del Poggio;15.387452;39.997665;
Grotta del Poggio Layer 6 human remains;human remains;Europe;Grotta del Poggio;15.387452;39.997665;
Grotta del Poggio Layer 7 fauna;paleofauna;Europe;Grotta del Poggio;15.387452;39.997665;
Grotta del Poggio Layer 7/8 fauna;paleofauna;Europe;Grotta del Poggio;15.387452;39.997665;
Grotta del Poggio Layer 8 fauna;paleofauna;Europe;Grotta del Poggio;15.387452;39.997665;
Grotta del Poggio Layer 9 fauna;paleofauna;Europe;Grotta del Poggio;15.387452;39.997665;
Grotta del Poggio Layer 9-3 Archaeological Assemblage;raw material, technology, typology;Europe;Grotta del Poggio;15.387452;39.997665;
Grotta del Poggio Layer 9/10 fauna;paleofauna;Europe;Grotta del Poggio;15.387452;39.997665;
Grotta di Sant Agostino Unit A lithics;technology;Europe;Grotta di Santo Agostino;13.494;41.234;
Grotta di Sant Agostino Unit A1 lithics;technology, typology;Europe;Grotta di Santo Agostino;13.494;41.234;
Grotta di Sant Agostino Unit A2 lithics;technology;Europe;Grotta di Santo Agostino;13.494;41.234;
Grotta di Sant Agostino Unit A3 lithics;technology;Europe;Grotta di Santo Agostino;13.494;41.234;
Grotta di Sant Agostino Unit A4 lithics;technology;Europe;Grotta di Santo Agostino;13.494;41.234;
Grotta di Santo Agostino Unit A Fauna;animal remains, paleofauna;Europe;Grotta di Santo Agostino;13.494;41.234;
Grotta di Santo Agostino Unit A1 Fauna;animal remains, paleofauna;Europe;Grotta di Santo Agostino;13.494;41.234;
Grotta di Santo Agostino Unit A2 Fauna;animal remains, paleofauna;Europe;Grotta di Santo Agostino;13.494;41.234;
Grotta di Santo Agostino Unit A3 Fauna;animal remains, paleofauna;Europe;Grotta di Santo Agostino;13.494;41.234;
Grotta di Santo Agostino Unit A4 Fauna;animal remains, paleofauna;Europe;Grotta di Santo Agostino;13.494;41.234;
Grotta di Santo Agostino Unit Ax Fauna;animal remains, paleofauna;Europe;Grotta di Santo Agostino;13.494;41.234;
Gravettian occupation;organic tools, raw material, symbolic artifacts, technology, typology;Europe;Grotte Boccard;4.586667;47.247778;
Mousterian occupation;human remains, raw material, technology, typology;Europe;Grotte Boccard;4.586667;47.247778;
Upper Paleolithic occupation;raw material, symbolic artifacts;Europe;Grotte Boccard;4.586667;47.247778;
B1 proto Aurignacian;raw material, technology, typology;Europe;Grotte Mandrin;4.771361;44.469556;
B2 post Néronien II;technology, typology;Europe;Grotte Mandrin;4.771361;44.469556;
B3 post Néronien II;raw material, technology, typology;Europe;Grotte Mandrin;4.771361;44.469556;
C1 post Néronien II;raw material, technology, typology;Europe;Grotte Mandrin;4.771361;44.469556;
C2 post Néronien II;raw material, technology, typology;Europe;Grotte Mandrin;4.771361;44.469556;
D post Néronien I;raw material, technology, typology;Europe;Grotte Mandrin;4.771361;44.469556;
E Néronien;organic tools, raw material, symbolic artifacts, technology, typology;Europe;Grotte Mandrin;4.771361;44.469556;
F Quina Moustérien;raw material, technology, typology;Europe;Grotte Mandrin;4.771361;44.469556;
G Ferrassie Moustérien;technology, typology;Europe;Grotte Mandrin;4.771361;44.469556;
H Moustérien;technology, typology;Europe;Grotte Mandrin;4.771361;44.469556;
I Levallois Moustérien;technology, typology;Europe;Grotte Mandrin;4.771361;44.469556;
Aurignacian;organic tools, typology;Europe;Grotte Margot;-0.40076;47.993092;
Gravettian;typology;Europe;Grotte Margot;-0.40076;47.993092;
Magdalenian;organic tools;Europe;Grotte Margot;-0.40076;47.993092;
Solutrean;organic tools, typology;Europe;Grotte Margot;-0.40076;47.993092;
rock art;symbolic artifacts;Europe;Grotte Margot;-0.40076;47.993092;
Gravettian (lithics);typology;Europe;Grotte Rainaude 1;6.595378;43.529564;
Middle Paleolithic (lithics);raw material, technology, typology;Europe;Grotte Rainaude 1;6.595378;43.529564;
proto Aurignacian (lithics);raw material, technology, typology;Europe;Grotte Rainaude 1;6.595378;43.529564;
Grotte Tournal Level B Archaeological Assemblage;raw material, technology, typology;Europe;Grotte Tournal;2.866667;43.333333;
Grotte Vaufrey Layer I Archaeological Assemblage;raw material, technology, typology;Europe;Grotte Vaufrey;1.1594444;44.808889;
Grotte Vaufrey Layer I Human Remains;human remains;Europe;Grotte Vaufrey;1.1594444;44.808889;
Grotte Vaufrey Layer I fauna;paleofauna;Europe;Grotte Vaufrey;1.1594444;44.808889;
Grotte Vaufrey Layer II Archaeological Assemblage;raw material, technology, typology;Europe;Grotte Vaufrey;1.1594444;44.808889;
Grotte Vaufrey Layer III Archaeological Assemblage;raw material, technology, typology;Europe;Grotte Vaufrey;1.1594444;44.808889;
Grotte Vaufrey Layer IV Archaeological Assemblage;animal remains, raw material, technology, typology;Europe;Grotte Vaufrey;1.1594444;44.808889;
Grotte Vaufrey Layer IX Archaeological Assemblage;raw material, technology, typology;Europe;Grotte Vaufrey;1.1594444;44.808889;
Grotte Vaufrey Layer V Archaeological Assemblage;raw material, technology, typology;Europe;Grotte Vaufrey;1.1594444;44.808889;
Grotte Vaufrey Layer VI Archaeological Assemblage;raw material, technology, typology;Europe;Grotte Vaufrey;1.1594444;44.808889;
Grotte Vaufrey Layer VII Archaeological Assemblage;raw material, technology, typology;Europe;Grotte Vaufrey;1.1594444;44.808889;
Grotte Vaufrey Layer VIII Archaeological Assemblage;function, raw material, technology, typology;Europe;Grotte Vaufrey;1.1594444;44.808889;
Grotte Vaufrey Layer VIII fauna;animal remains, paleofauna;Europe;Grotte Vaufrey;1.1594444;44.808889;
Grotte Vaufrey Layer X Archaeological Assemblage;raw material, technology, typology;Europe;Grotte Vaufrey;1.1594444;44.808889;
Grotte Vaufrey Layer XI b Archaeological Assemblage;raw material, technology, typology;Europe;Grotte Vaufrey;1.1594444;44.808889;
Grotte Vaufrey Layer XI m Archaeological Assemblage;raw material, technology, typology;Europe;Grotte Vaufrey;1.1594444;44.808889;
Grotte Vaufrey Layer XII Archaeological Assemblage;raw material, technology, typology;Europe;Grotte Vaufrey;1.1594444;44.808889;
Grotte XVI Layer 0;animal remains, paleofauna;Europe;Grotte XVI;1.159131;44.809444;
Grotte XVI Layer Abb;animal remains, paleofauna;Europe;Grotte XVI;1.159131;44.809444;
Grotte XVI Layer Abc;animal remains, paleofauna;Europe;Grotte XVI;1.159131;44.809444;
Grotte XVI Layer Aib;animal remains, paleofauna;Europe;Grotte XVI;1.159131;44.809444;
Grotte XVI Layer As;animal remains, paleofauna;Europe;Grotte XVI;1.159131;44.809444;
Grotte XVI Layer B;animal remains, paleofauna;Europe;Grotte XVI;1.159131;44.809444;
Grotte XVI Layer C;animal remains, paleofauna;Europe;Grotte XVI;1.159131;44.809444;
